EmployeeNumber,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,MaritalStatus,OverTime,BusinessTravel,JobSatisfaction,WorkLifeBalance,YearsSinceLastPromotion,Risk_Score,Risk_Category
249,50,Research & Development,Laboratory Technician,3690,3,Married,false,Travel_Rarely,3,2,0,2,Low Risk
452,45,Research & Development,Research Scientist,3697,10,Married,false,Travel_Rarely,4,3,9,2,Low Risk
744,44,Research & Development,Laboratory Technician,3708,5,Single,false,Non-Travel,3,3,1,2,Low Risk
847,34,Human Resources,Human Resources,3737,3,Married,false,Travel_Rarely,4,1,0,2,Low Risk
602,39,Research & Development,Laboratory Technician,3755,8,Married,false,Travel_Frequently,3,3,0,2,Low Risk
578,54,Research & Development,Laboratory Technician,3780,1,Single,false,Travel_Rarely,3,3,0,2,Low Risk
1852,29,Research & Development,Laboratory Technician,3812,11,Married,false,Travel_Frequently,4,4,3,2,Low Risk
497,27,Research & Development,Laboratory Technician,3816,5,Divorced,false,Travel_Rarely,2,3,0,2,Low Risk
1502,33,Research & Development,Laboratory Technician,3838,5,Married,false,Travel_Rarely,2,3,0,2,Low Risk
738,50,Sales,Sales Representative,3875,2,Married,false,Travel_Rarely,2,3,2,2,Low Risk
1407,26,Research & Development,Research Scientist,3904,4,Single,false,Travel_Rarely,4,3,1,2,Low Risk
1725,24,Research & Development,Laboratory Technician,3907,6,Divorced,false,Travel_Rarely,1,4,1,2,Low Risk
1028,35,Research & Development,Laboratory Technician,3917,3,Divorced,false,Travel_Rarely,4,2,1,2,Low Risk
246,31,Research & Development,Research Scientist,3929,4,Married,true,Travel_Rarely,4,3,0,2,Low Risk
330,32,Sales,Sales Representative,3931,4,Married,false,Travel_Rarely,2,3,1,2,Low Risk
1083,26,Research & Development,Laboratory Technician,3955,5,Married,false,Travel_Rarely,1,3,1,2,Low Risk
1860,42,Research & Development,Laboratory Technician,3968,0,Single,false,Travel_Rarely,3,3,0,2,Low Risk
1916,31,Research & Development,Laboratory Technician,3978,2,Divorced,false,Travel_Rarely,3,2,2,2,Low Risk
455,29,Research & Development,Laboratory Technician,3983,3,Single,false,Travel_Rarely,4,3,2,2,Low Risk
1696,34,Research & Development,Laboratory Technician,3986,15,Married,false,Travel_Rarely,4,4,4,2,Low Risk
369,25,Research & Development,Healthcare Representative,4000,6,Divorced,false,Non-Travel,1,3,1,2,Low Risk
1774,34,Sales,Sales Executive,4001,15,Divorced,true,Non-Travel,3,3,0,2,Low Risk
26,24,Research & Development,Manufacturing Director,4011,4,Divorced,false,Non-Travel,3,2,1,2,Low Risk
709,38,Sales,Sales Executive,4028,7,Single,false,Travel_Rarely,4,3,0,2,Low Risk
1501,55,Research & Development,Healthcare Representative,4035,3,Married,true,Travel_Rarely,3,3,1,2,Low Risk
855,33,Sales,Sales Executive,4037,9,Divorced,false,Travel_Rarely,1,3,0,2,Low Risk
595,48,Sales,Sales Executive,4051,9,Married,false,Travel_Rarely,4,3,6,2,Low Risk
1619,27,Research & Development,Laboratory Technician,4066,7,Divorced,false,Travel_Rarely,1,3,0,2,Low Risk
1552,40,Research & Development,Healthcare Representative,4069,2,Divorced,true,Non-Travel,4,3,2,2,Low Risk
1965,27,Sales,Sales Executive,4105,7,Single,false,Travel_Rarely,4,3,0,2,Low Risk
2014,39,Research & Development,Research Scientist,4108,7,Single,false,Travel_Rarely,4,3,1,2,Low Risk
1211,30,Sales,Sales Executive,4115,4,Divorced,false,Travel_Rarely,1,3,0,2,Low Risk
1812,39,Sales,Sales Executive,4127,2,Divorced,false,Travel_Frequently,4,3,2,2,Low Risk
117,30,Research & Development,Healthcare Representative,4152,11,Married,false,Travel_Rarely,4,3,10,2,Low Risk
1445,24,Sales,Sales Executive,4162,5,Married,true,Travel_Rarely,3,3,0,2,Low Risk
1787,37,Sales,Sales Executive,4189,5,Married,false,Travel_Rarely,2,3,0,2,Low Risk
1022,48,Research & Development,Healthcare Representative,4240,2,Single,false,Travel_Rarely,3,3,2,2,Low Risk
885,25,Sales,Sales Executive,4256,5,Married,false,Travel_Rarely,1,4,0,2,Low Risk
507,24,Sales,Sales Executive,4260,5,Divorced,true,Travel_Rarely,3,4,0,2,Low Risk
1148,42,Research & Development,Laboratory Technician,4272,1,Single,false,Travel_Rarely,4,3,0,2,Low Risk
110,34,Research & Development,Manufacturing Director,4325,5,Married,false,Travel_Rarely,2,3,1,2,Low Risk
1976,42,Research & Development,Research Scientist,4332,20,Single,false,Non-Travel,3,3,3,2,Low Risk
793,29,Research & Development,Healthcare Representative,4335,8,Married,false,Travel_Rarely,3,2,1,2,Low Risk
800,27,Sales,Sales Executive,4342,4,Married,false,Travel_Frequently,4,3,1,2,Low Risk
792,26,Research & Development,Laboratory Technician,4364,2,Divorced,false,Travel_Frequently,4,3,2,2,Low Risk
1909,41,Sales,Sales Executive,4393,5,Married,false,Travel_Rarely,2,3,1,2,Low Risk
859,32,Sales,Sales Executive,4403,5,Divorced,false,Travel_Rarely,4,2,0,2,Low Risk
98,31,Research & Development,Manufacturing Director,4424,11,Single,false,Travel_Rarely,4,3,1,2,Low Risk
250,53,Research & Development,Manufacturing Director,4450,4,Divorced,false,Travel_Rarely,1,3,1,2,Low Risk
151,34,Research & Development,Research Scientist,4505,1,Divorced,false,Travel_Rarely,2,3,0,2,Low Risk
1757,49,Sales,Sales Executive,4507,5,Single,false,Travel_Rarely,4,4,0,2,Low Risk
526,43,Research & Development,Healthcare Representative,4522,5,Divorced,true,Travel_Rarely,3,3,0,2,Low Risk
551,42,Research & Development,Healthcare Representative,4523,6,Married,false,Travel_Frequently,4,4,0,2,Low Risk
1322,39,Research & Development,Manufacturing Director,4534,8,Single,false,Travel_Rarely,3,3,1,2,Low Risk
547,42,Research & Development,Research Scientist,4556,5,Divorced,false,Travel_Frequently,3,3,0,2,Low Risk
536,28,Research & Development,Laboratory Technician,4558,10,Divorced,false,Travel_Rarely,1,3,1,2,Low Risk
1311,30,Research & Development,Laboratory Technician,4627,9,Married,false,Travel_Rarely,4,3,6,2,Low Risk
1598,40,Sales,Sales Executive,4639,5,Married,false,Travel_Rarely,1,3,1,2,Low Risk
469,29,Sales,Sales Executive,4649,4,Married,false,Non-Travel,3,2,0,2,Low Risk
1614,36,Research & Development,Manufacturing Director,4663,3,Married,true,Travel_Rarely,3,3,1,2,Low Risk
195,32,Sales,Sales Executive,4668,8,Divorced,false,Travel_Frequently,4,4,0,2,Low Risk
949,36,Research & Development,Research Scientist,4678,6,Single,false,Travel_Rarely,4,3,0,2,Low Risk
715,37,Research & Development,Research Scientist,4680,1,Single,false,Travel_Rarely,4,3,0,2,Low Risk
1836,26,Sales,Sales Executive,4684,5,Single,false,Travel_Rarely,4,3,1,2,Low Risk
600,35,Sales,Sales Executive,4717,11,Married,false,Travel_Rarely,3,3,6,2,Low Risk
1387,28,Sales,Sales Executive,4724,5,Married,false,Travel_Rarely,1,3,0,2,Low Risk
1668,38,Research & Development,Research Scientist,4735,13,Married,false,Travel_Frequently,4,4,2,2,Low Risk
475,30,Sales,Sales Executive,4736,2,Married,true,Non-Travel,3,4,2,2,Low Risk
920,43,Research & Development,Manufacturing Director,4765,1,Divorced,false,Travel_Rarely,2,4,0,2,Low Risk
1158,41,Research & Development,Laboratory Technician,4766,1,Married,true,Travel_Rarely,4,3,0,2,Low Risk
872,22,Research & Development,Manufacturing Director,4775,2,Married,false,Travel_Rarely,4,1,2,2,Low Risk
1428,30,Sales,Sales Executive,4779,3,Divorced,false,Travel_Rarely,1,3,0,2,Low Risk
1509,49,Research & Development,Laboratory Technician,4789,3,Married,false,Travel_Rarely,1,3,1,2,Low Risk
606,45,Sales,Sales Executive,4805,8,Married,false,Travel_Rarely,2,4,3,2,Low Risk
138,34,Research & Development,Research Scientist,4809,16,Single,false,Travel_Rarely,3,3,2,2,Low Risk
550,46,Research & Development,Manufacturing Director,4810,10,Divorced,false,Travel_Rarely,3,2,0,2,Low Risk
423,31,Research & Development,Research Scientist,4821,5,Married,true,Travel_Rarely,4,3,0,2,Low Risk
1542,42,Research & Development,Laboratory Technician,4841,1,Married,false,Travel_Rarely,2,3,0,2,Low Risk
2046,45,Sales,Sales Executive,4850,5,Single,false,Travel_Rarely,3,3,0,2,Low Risk
707,25,Sales,Sales Executive,4851,3,Married,false,Travel_Rarely,2,3,1,2,Low Risk
620,35,Sales,Sales Executive,4859,5,Single,false,Travel_Rarely,3,3,0,2,Low Risk
1599,43,Research & Development,Laboratory Technician,4876,6,Divorced,false,Travel_Rarely,2,3,0,2,Low Risk
287,40,Research & Development,Healthcare Representative,4876,3,Married,false,Non-Travel,4,1,0,2,Low Risk
1483,57,Research & Development,Research Scientist,4900,12,Married,false,Travel_Rarely,3,2,2,2,Low Risk
387,42,Sales,Sales Executive,4907,20,Married,false,Travel_Rarely,3,3,11,2,Low Risk
916,28,Sales,Sales Executive,4908,4,Single,false,Travel_Rarely,4,3,0,2,Low Risk
500,51,Sales,Sales Executive,4936,7,Married,false,Travel_Rarely,4,2,0,2,Low Risk
178,36,Research & Development,Manufacturing Director,4941,3,Divorced,false,Travel_Rarely,2,3,0,2,Low Risk
1240,25,Sales,Sales Executive,4950,4,Single,false,Travel_Rarely,4,3,1,2,Low Risk
1137,35,Sales,Sales Executive,4968,5,Divorced,false,Travel_Frequently,4,3,0,2,Low Risk
128,24,Sales,Sales Executive,4999,3,Married,false,Travel_Rarely,3,2,0,2,Low Risk
240,45,Sales,Sales Executive,5006,5,Divorced,true,Travel_Rarely,1,4,0,2,Low Risk
125,32,Sales,Sales Executive,5010,11,Single,false,Travel_Rarely,3,3,5,2,Low Risk
103,46,Human Resources,Human Resources,5021,4,Divorced,true,Travel_Rarely,2,3,0,2,Low Risk
439,32,Research & Development,Research Scientist,5055,7,Single,false,Travel_Rarely,4,2,0,2,Low Risk
1150,29,Research & Development,Manufacturing Director,5056,10,Married,true,Travel_Rarely,4,2,1,2,Low Risk
987,47,Research & Development,Manufacturing Director,5067,19,Divorced,true,Travel_Frequently,3,4,2,2,Low Risk
1371,27,Sales,Sales Executive,5071,6,Single,false,Travel_Frequently,4,3,0,2,Low Risk
832,40,Research & Development,Laboratory Technician,5094,1,Single,false,Travel_Frequently,3,3,0,2,Low Risk
104,30,Research & Development,Laboratory Technician,5126,10,Married,true,Travel_Rarely,4,2,3,2,Low Risk
2,49,Research & Development,Research Scientist,5130,10,Married,false,Travel_Frequently,2,3,1,2,Low Risk
2025,36,Research & Development,Manufacturing Director,5131,4,Divorced,false,Travel_Frequently,2,3,0,2,Low Risk
1936,39,Research & Development,Manufacturing Director,5151,10,Married,false,Travel_Rarely,1,3,7,2,Low Risk
1171,42,Sales,Sales Executive,5155,6,Single,false,Travel_Rarely,1,4,1,2,Low Risk
1549,33,Research & Development,Laboratory Technician,5207,15,Married,true,Travel_Rarely,3,3,5,2,Low Risk
894,42,Research & Development,Laboratory Technician,5231,5,Married,true,Travel_Rarely,4,2,1,2,Low Risk
13,36,Research & Development,Healthcare Representative,5237,7,Married,false,Travel_Rarely,3,2,7,2,Low Risk
747,30,Sales,Sales Executive,5304,8,Divorced,false,Travel_Rarely,4,2,7,2,Low Risk
772,32,Research & Development,Laboratory Technician,5309,10,Married,false,Travel_Frequently,4,3,4,2,Low Risk
1997,38,Research & Development,Manufacturing Director,5321,8,Married,false,Travel_Frequently,3,3,7,2,Low Risk
621,34,Sales,Sales Executive,5337,10,Single,false,Travel_Rarely,4,3,5,2,Low Risk
1954,29,Research & Development,Healthcare Representative,5373,5,Married,false,Travel_Rarely,1,2,0,2,Low Risk
52,33,Sales,Sales Executive,5376,5,Married,false,Travel_Frequently,1,3,1,2,Low Risk
1618,39,Research & Development,Manufacturing Director,5377,7,Married,false,Travel_Rarely,1,3,7,2,Low Risk
722,32,Sales,Sales Executive,5396,10,Single,false,Travel_Rarely,4,2,0,2,Low Risk
1922,45,Research & Development,Healthcare Representative,5399,4,Single,false,Travel_Frequently,3,3,0,2,Low Risk
732,60,Sales,Sales Executive,5405,2,Single,false,Travel_Rarely,1,3,2,2,Low Risk
1835,38,Sales,Sales Representative,5405,4,Married,true,Travel_Rarely,4,2,0,2,Low Risk
2036,36,Sales,Sales Executive,5406,15,Divorced,false,Non-Travel,4,2,11,2,Low Risk
1658,34,Research & Development,Research Scientist,5433,11,Divorced,false,Travel_Rarely,2,3,7,2,Low Risk
1671,32,Research & Development,Research Scientist,5470,9,Divorced,false,Travel_Rarely,2,2,1,2,Low Risk
1548,40,Sales,Sales Executive,5473,8,Married,false,Travel_Rarely,1,4,7,2,Low Risk
420,32,Sales,Sales Executive,5484,13,Married,false,Travel_Rarely,3,2,4,2,Low Risk
799,54,Research & Development,Manufacturing Director,5485,5,Divorced,true,Travel_Rarely,1,3,1,2,Low Risk
1924,33,Sales,Sales Executive,5487,10,Single,false,Travel_Rarely,3,2,0,2,Low Risk
1908,36,Sales,Sales Executive,5507,4,Married,false,Travel_Rarely,2,1,1,2,Low Risk
1803,42,Research & Development,Healthcare Representative,5538,0,Married,false,Travel_Rarely,1,2,0,2,Low Risk
1945,35,Sales,Sales Executive,5561,5,Married,false,Travel_Rarely,1,1,0,2,Low Risk
1727,46,Research & Development,Healthcare Representative,5562,10,Single,false,Travel_Rarely,2,3,0,2,Low Risk
902,43,Research & Development,Healthcare Representative,5562,5,Married,false,Travel_Frequently,4,2,2,2,Low Risk
202,40,Research & Development,Research Scientist,5605,20,Divorced,false,Travel_Frequently,2,3,2,2,Low Risk
1436,36,Sales,Sales Executive,5647,3,Married,false,Travel_Rarely,1,2,0,2,Low Risk
412,28,Research & Development,Healthcare Representative,5661,8,Single,false,Travel_Rarely,1,3,0,2,Low Risk
983,38,Sales,Sales Executive,5666,5,Single,true,Non-Travel,4,3,1,2,Low Risk
1849,43,Sales,Sales Executive,5675,7,Married,false,Travel_Frequently,4,3,7,2,Low Risk
1986,40,Sales,Sales Executive,5677,11,Married,false,Travel_Rarely,2,3,5,2,Low Risk
2049,35,Research & Development,Healthcare Representative,5689,10,Married,true,Travel_Frequently,3,4,0,2,Low Risk
1642,44,Human Resources,Human Resources,5743,10,Married,true,Travel_Frequently,4,3,0,2,Low Risk
1403,27,Sales,Sales Executive,5769,6,Married,true,Travel_Rarely,4,3,4,2,Low Risk
1435,36,Research & Development,Laboratory Technician,5810,10,Single,false,Travel_Rarely,4,2,1,2,Low Risk
304,36,Research & Development,Laboratory Technician,5914,13,Single,false,Travel_Rarely,2,4,3,2,Low Risk
339,34,Research & Development,Manufacturing Director,5957,11,Married,false,Travel_Rarely,1,3,5,2,Low Risk
2064,27,Research & Development,Manufacturing Director,6142,6,Married,true,Travel_Rarely,2,3,0,2,Low Risk
1587,35,Research & Development,Healthcare Representative,6142,5,Single,true,Travel_Rarely,3,3,0,2,Low Risk
757,34,Research & Development,Healthcare Representative,6142,5,Single,false,Travel_Rarely,3,3,4,2,Low Risk
78,32,Research & Development,Manufacturing Director,6162,9,Married,true,Travel_Rarely,4,3,7,2,Low Risk
781,25,Sales,Sales Executive,6180,6,Single,false,Travel_Rarely,4,2,1,2,Low Risk
679,32,Research & Development,Research Scientist,6322,6,Married,true,Travel_Rarely,4,2,0,2,Low Risk
1985,40,Research & Development,Laboratory Technician,6323,10,Married,false,Travel_Frequently,3,4,9,2,Low Risk
449,27,Sales,Sales Executive,6349,5,Married,true,Non-Travel,2,3,1,2,Low Risk
1515,33,Research & Development,Healthcare Representative,6388,0,Single,true,Travel_Rarely,3,3,0,2,Low Risk
760,39,Human Resources,Human Resources,6389,8,Married,false,Travel_Rarely,2,1,3,2,Low Risk
1560,33,Sales,Sales Executive,6392,2,Married,false,Travel_Rarely,1,1,2,2,Low Risk
1737,39,Research & Development,Laboratory Technician,6472,9,Married,true,Non-Travel,4,3,5,2,Low Risk
1898,27,Sales,Sales Executive,6500,8,Single,false,Travel_Rarely,3,2,0,2,Low Risk
1724,40,Research & Development,Manufacturing Director,6516,1,Married,true,Travel_Rarely,1,3,0,2,Low Risk
496,35,Research & Development,Healthcare Representative,6540,1,Single,false,Travel_Rarely,2,3,0,2,Low Risk
1514,28,Research & Development,Manufacturing Director,6549,8,Married,false,Travel_Rarely,2,2,1,2,Low Risk
533,30,Sales,Sales Executive,6577,5,Single,false,Travel_Rarely,3,3,4,2,Low Risk
604,31,Sales,Sales Executive,6582,6,Single,true,Travel_Rarely,4,4,0,2,Low Risk
691,35,Research & Development,Research Scientist,6646,17,Single,false,Travel_Rarely,4,3,11,2,Low Risk
1383,34,Research & Development,Healthcare Representative,6687,14,Single,false,Travel_Rarely,4,4,4,2,Low Risk
966,32,Research & Development,Manufacturing Director,6725,8,Married,false,Travel_Rarely,1,4,6,2,Low Risk
616,41,Research & Development,Healthcare Representative,6811,8,Single,true,Non-Travel,3,3,0,2,Low Risk
1252,31,Research & Development,Healthcare Representative,6812,10,Single,false,Travel_Rarely,1,3,1,2,Low Risk
35,42,Sales,Sales Executive,6825,9,Married,false,Travel_Rarely,2,3,4,2,Low Risk
1927,28,Sales,Sales Executive,6834,7,Married,true,Travel_Frequently,4,3,0,2,Low Risk
1036,38,Sales,Sales Executive,6861,1,Single,true,Travel_Rarely,4,3,0,2,Low Risk
416,31,Sales,Sales Executive,6929,8,Married,false,Travel_Rarely,4,2,7,2,Low Risk
1847,36,Research & Development,Research Scientist,6962,1,Married,true,Travel_Rarely,2,3,0,2,Low Risk
1678,41,Sales,Sales Executive,7082,2,Single,true,Travel_Rarely,3,3,0,2,Low Risk
1535,34,Sales,Sales Executive,7083,10,Married,true,Travel_Rarely,3,3,8,2,Low Risk
112,56,Research & Development,Manufacturing Director,7260,6,Single,false,Travel_Rarely,4,2,0,2,Low Risk
1125,38,Sales,Sales Executive,7351,1,Single,false,Travel_Rarely,2,3,0,2,Low Risk
944,49,Research & Development,Laboratory Technician,7403,26,Married,false,Travel_Rarely,2,2,1,2,Low Risk
1553,45,Research & Development,Healthcare Representative,7441,10,Divorced,false,Travel_Rarely,2,3,7,2,Low Risk
453,40,Sales,Sales Executive,7457,4,Married,true,Travel_Rarely,4,2,0,2,Low Risk
789,36,Sales,Sales Executive,7587,10,Single,false,Non-Travel,1,3,0,2,Low Risk
724,38,Research & Development,Healthcare Representative,7625,9,Single,false,Travel_Rarely,4,2,1,2,Low Risk
1121,28,Research & Development,Manufacturing Director,7655,9,Divorced,false,Travel_Rarely,2,2,1,2,Low Risk
1706,43,Sales,Sales Executive,7847,10,Married,true,Travel_Rarely,4,3,8,2,Low Risk
743,38,Research & Development,Manufacturing Director,7861,1,Single,true,Travel_Rarely,3,4,0,2,Low Risk
1703,44,Research & Development,Healthcare Representative,7879,8,Married,true,Travel_Rarely,4,3,6,2,Low Risk
312,29,Sales,Sales Executive,7918,11,Married,false,Travel_Frequently,4,3,4,2,Low Risk
1801,46,Sales,Sales Executive,7991,2,Single,false,Non-Travel,2,3,2,2,Low Risk
464,35,Research & Development,Manufacturing Director,8095,16,Single,false,Travel_Rarely,2,3,0,2,Low Risk
1915,34,Sales,Sales Executive,8103,4,Married,true,Travel_Rarely,4,2,0,2,Low Risk
463,29,Sales,Sales Executive,8268,7,Divorced,true,Travel_Rarely,2,3,1,2,Low Risk
1525,39,Research & Development,Manufacturing Director,8376,2,Single,false,Travel_Rarely,2,3,2,2,Low Risk
567,30,Sales,Sales Executive,8412,9,Married,false,Non-Travel,1,3,7,2,Low Risk
1469,28,Sales,Sales Executive,8463,5,Single,false,Travel_Rarely,1,3,1,2,Low Risk
292,30,Research & Development,Manufacturing Director,8474,11,Single,false,Non-Travel,3,3,5,2,Low Risk
1857,46,Research & Development,Manufacturing Director,8578,9,Divorced,false,Travel_Rarely,4,2,4,2,Low Risk
1993,47,Research & Development,Healthcare Representative,8633,17,Single,false,Travel_Rarely,3,3,12,2,Low Risk
56,27,Sales,Sales Executive,8726,9,Single,false,Travel_Frequently,3,3,1,2,Low Risk
314,35,Sales,Sales Executive,8789,10,Single,false,Travel_Frequently,3,4,0,2,Low Risk
626,37,Sales,Sales Executive,8834,9,Divorced,false,Non-Travel,2,3,7,2,Low Risk
2040,35,Human Resources,Human Resources,8837,9,Single,true,Travel_Rarely,4,3,1,2,Low Risk
699,36,Research & Development,Manufacturing Director,8847,3,Divorced,true,Travel_Rarely,2,3,0,2,Low Risk
302,45,Sales,Sales Executive,8865,19,Single,false,Non-Travel,4,3,12,2,Low Risk
442,31,Research & Development,Manufacturing Director,8943,10,Married,false,Travel_Frequently,3,3,8,2,Low Risk
1218,35,Sales,Sales Executive,8966,7,Married,true,Travel_Rarely,1,3,1,2,Low Risk
207,32,Sales,Sales Executive,8998,9,Single,false,Travel_Frequently,4,3,3,2,Low Risk
174,50,Sales,Sales Executive,9208,2,Single,false,Travel_Frequently,4,3,2,2,Low Risk
1708,41,Sales,Sales Executive,9241,10,Single,false,Travel_Rarely,3,3,8,2,Low Risk
1412,35,Research & Development,Manufacturing Director,9362,2,Single,false,Travel_Frequently,4,3,2,2,Low Risk
223,57,Research & Development,Healthcare Representative,9439,5,Divorced,true,Travel_Rarely,4,1,1,2,Low Risk
1700,37,Sales,Sales Executive,9525,6,Divorced,false,Travel_Frequently,4,2,1,2,Low Risk
12,38,Research & Development,Manufacturing Director,9526,9,Single,false,Travel_Frequently,3,3,1,2,Low Risk
256,34,Research & Development,Manufacturing Director,9547,10,Married,false,Travel_Frequently,3,2,1,2,Low Risk
656,37,Sales,Sales Executive,9602,3,Married,true,Travel_Rarely,3,2,1,2,Low Risk
1833,31,Sales,Sales Executive,9637,3,Married,false,Travel_Frequently,1,3,2,2,Low Risk
954,40,Sales,Sales Executive,9705,1,Divorced,false,Travel_Rarely,2,2,0,2,Low Risk
70,35,Research & Development,Healthcare Representative,9884,4,Married,true,Non-Travel,1,3,2,2,Low Risk
1950,34,Sales,Sales Executive,9888,14,Single,false,Travel_Rarely,4,2,2,2,Low Risk
1582,38,Sales,Sales Executive,9924,9,Married,false,Travel_Rarely,2,3,7,2,Low Risk
2057,31,Research & Development,Manufacturing Director,9936,9,Single,false,Non-Travel,1,3,1,2,Low Risk
1084,30,Research & Development,Manufacturing Director,9957,6,Married,false,Travel_Rarely,1,2,0,2,Low Risk
20,29,Research & Development,Manufacturing Director,9980,10,Divorced,false,Travel_Rarely,1,3,8,2,Low Risk
293,27,Sales,Sales Executive,9981,7,Single,false,Travel_Frequently,3,3,0,2,Low Risk
451,43,Research & Development,Healthcare Representative,9985,1,Married,false,Travel_Rarely,1,2,0,2,Low Risk
1293,43,Sales,Sales Executive,10231,21,Single,false,Travel_Rarely,4,4,15,2,Low Risk
1182,35,Research & Development,Manufacturing Director,10274,7,Divorced,false,Travel_Rarely,2,4,6,2,Low Risk
1732,46,Sales,Sales Executive,10368,10,Divorced,true,Travel_Rarely,4,2,0,2,Low Risk
1815,41,Sales,Sales Executive,10447,22,Divorced,true,Travel_Rarely,3,4,13,2,Low Risk
244,46,Sales,Sales Executive,10453,24,Divorced,false,Travel_Rarely,1,3,15,2,Low Risk
1245,54,Research & Development,Manufacturing Director,10502,5,Divorced,false,Travel_Frequently,3,1,1,2,Low Risk
624,46,Research & Development,Healthcare Representative,10527,2,Married,false,Travel_Frequently,3,2,1,2,Low Risk
940,58,Research & Development,Healthcare Representative,10552,6,Divorced,true,Travel_Rarely,2,3,0,2,Low Risk
1391,51,Sales,Sales Executive,10596,4,Married,false,Travel_Frequently,2,3,3,2,Low Risk
307,38,Sales,Sales Executive,10609,16,Divorced,false,Travel_Rarely,3,2,5,2,Low Risk
880,35,Research & Development,Manufacturing Director,10685,17,Married,true,Travel_Rarely,3,3,5,2,Low Risk
698,54,Human Resources,Human Resources,10725,9,Married,false,Travel_Rarely,2,4,7,2,Low Risk
1712,45,Research & Development,Healthcare Representative,10748,23,Married,false,Non-Travel,3,2,14,2,Low Risk
864,45,Sales,Sales Executive,10761,5,Divorced,true,Travel_Rarely,1,3,0,2,Low Risk
1126,43,Research & Development,Manufacturing Director,10820,8,Married,false,Travel_Frequently,1,3,0,2,Low Risk
1460,45,Research & Development,Healthcare Representative,10851,7,Divorced,true,Travel_Rarely,1,3,0,2,Low Risk
899,35,Research & Development,Manufacturing Director,10903,13,Married,false,Travel_Rarely,2,3,4,2,Low Risk
1096,55,Research & Development,Manufacturing Director,10976,3,Married,false,Travel_Frequently,2,3,1,2,Low Risk
1024,48,Research & Development,Healthcare Representative,10999,15,Single,false,Travel_Rarely,3,3,4,2,Low Risk
727,32,Research & Development,Research Director,11159,7,Single,false,Travel_Rarely,4,3,7,2,Low Risk
1048,59,Sales,Manager,11904,6,Married,true,Travel_Rarely,4,1,0,2,Low Risk
1321,30,Research & Development,Manager,11916,9,Married,true,Travel_Rarely,1,3,0,2,Low Risk
28,34,Research & Development,Research Director,11994,12,Single,false,Travel_Rarely,2,3,2,2,Low Risk
2056,39,Sales,Sales Executive,12031,20,Married,false,Travel_Rarely,4,2,9,2,Low Risk
306,37,Research & Development,Research Director,12185,10,Divorced,true,Travel_Frequently,4,3,0,2,Low Risk
1775,53,Research & Development,Manufacturing Director,12965,3,Married,true,Non-Travel,3,2,0,2,Low Risk
601,40,Research & Development,Manufacturing Director,13237,20,Single,false,Travel_Rarely,3,3,5,2,Low Risk
101,45,Research & Development,Research Director,13245,0,Married,true,Travel_Rarely,1,4,0,2,Low Risk
1039,44,Sales,Sales Executive,13320,12,Married,true,Travel_Rarely,4,3,11,2,Low Risk
1911,42,Research & Development,Research Director,13348,13,Married,false,Travel_Rarely,1,4,5,2,Low Risk
372,45,Research & Development,Healthcare Representative,13496,20,Married,true,Travel_Rarely,4,3,4,2,Low Risk
950,38,Research & Development,Research Director,13582,15,Married,false,Travel_Rarely,1,3,5,2,Low Risk
298,41,Sales,Manager,13591,1,Single,true,Travel_Rarely,4,3,0,2,Low Risk
258,51,Research & Development,Healthcare Representative,13734,7,Single,false,Travel_Rarely,2,3,1,2,Low Risk
2017,37,Research & Development,Research Director,13744,16,Married,true,Travel_Rarely,4,3,6,2,Low Risk
1468,40,Research & Development,Research Director,13757,9,Divorced,false,Non-Travel,2,3,4,2,Low Risk
131,58,Sales,Sales Executive,13872,37,Single,false,Travel_Rarely,3,2,1,2,Low Risk
431,49,Research & Development,Healthcare Representative,13964,7,Single,true,Travel_Rarely,3,3,0,2,Low Risk
1352,51,Human Resources,Manager,14026,33,Divorced,true,Travel_Rarely,2,3,0,2,Low Risk
664,48,Research & Development,Manager,15402,3,Married,false,Travel_Rarely,1,1,0,2,Low Risk
1837,58,Research & Development,Research Director,15787,2,Married,true,Travel_Frequently,3,3,2,2,Low Risk
410,41,Sales,Manager,16015,22,Single,false,Travel_Rarely,2,3,0,2,Low Risk
851,51,Sales,Manager,16307,20,Married,false,Travel_Rarely,3,2,4,2,Low Risk
1523,44,Research & Development,Research Director,16328,20,Married,false,Travel_Rarely,1,4,14,2,Low Risk
1430,31,Research & Development,Research Director,16422,3,Single,false,Travel_Rarely,2,4,1,2,Low Risk
625,41,Sales,Manager,16595,18,Married,false,Travel_Rarely,1,3,11,2,Low Risk
1527,46,Sales,Manager,16606,13,Married,false,Travel_Rarely,2,4,5,2,Low Risk
661,43,Research & Development,Research Director,16627,1,Divorced,true,Travel_Rarely,4,2,0,2,Low Risk
505,55,Research & Development,Manager,16659,5,Single,true,Travel_Rarely,4,3,1,2,Low Risk
820,47,Research & Development,Manager,16752,26,Married,true,Travel_Rarely,4,2,3,2,Low Risk
1892,40,Research & Development,Manager,16823,19,Divorced,false,Travel_Rarely,1,3,11,2,Low Risk
1317,50,Research & Development,Research Director,16880,3,Married,true,Travel_Rarely,1,3,1,2,Low Risk
1116,48,Research & Development,Manager,16885,5,Single,false,Non-Travel,4,2,2,2,Low Risk
1204,46,Sales,Manager,17048,26,Married,false,Travel_Rarely,1,3,15,2,Low Risk
